OBJECTID_1,LAN_ew_AGS,LAN_ew_GEN,LAN_ew_BEZ,LAN_ew_EWZ,OBJECTID,Fallzahl,Aktualisierung,AGS_TXT,GlobalID,faelle_100000_EW,Death,cases7_bl_per_100k,cases7_bl,death7_bl,cases7_bl_per_100k_txt,AdmUnitId,SHAPE_Length,SHAPE_Area
1,01,Schleswig-Holstein,Land,2903773,15,44451,2021/03/10 23:00:00+00,01,{FC5BA936-C95C-432C-8A33-9EB2F30B660F},1530.80147793922,1359,46.4912374348821,1350,3,"46,5",1,20.9191264620575,2.15954567681771
2,02,Hamburg,Freie und Hansestadt,1847253,6,53949,2021/03/10 23:00:00+00,02,{0F3E860C-5181-4D3F-A421-1D51F50315EA},2920.49870808168,1314,66.314684561346,1225,0,"66,3",2,3.10951982826658,0.10017859908052
3,03,Niedersachsen,Land,7993608,9,172568,2021/03/10 23:00:00+00,03,{3FD77024-C29B-4843-9BE8-682AD48E60C9},2158.82490109598,4547,62.2872675267539,4979,14,"62,3",3,29.8156067697764,6.34547245881216
4,04,Bremen,Freie Hansestadt,681202,5,18688,2021/03/10 23:00:00+00,04,{4132268B-54DE-4327-AC1E-760E915112F1},2743.3859560013,375,60.3345263225886,411,1,"60,3",4,2.4434099165342,0.0540986322033472
5,05,Nordrhein-Westfalen,Land,17947221,10,550996,2021/03/10 23:00:00+00,05,{561D658F-3EE5-46E3-BC95-3528C6558AB9},3070.09090711035,13564,69.8882573519321,12543,22,"69,9",5,19.7250153818911,4.413413308508
6,06,Hessen,Land,6288080,7,195365,2021/03/10 23:00:00+00,06,{93277AC4-E8FC-48C7-8940-028DC2ED66AF},3106.91021742726,5999,72.8203203521584,4579,10,"72,8",6,15.9178246133033,2.68129889446109
7,07,Rheinland-Pfalz,Land,4093903,11,105249,2021/03/10 23:00:00+00,07,{E9B4296F-9BE2-4E53-9A58-CCF1396CB03D},2570.87185504884,3186,48.5111640407699,1986,6,"48,5",7,13.1938203642167,2.48562050756341
8,08,Baden-Württemberg,Land,11100394,1,327180,2021/03/10 23:00:00+00,08,{80394DDF-C6A4-4A6E-BE8E-0259A81B22A9},2947.46294590985,8346,63.0337986201211,6997,12,"63,0",8,18.9961731044424,4.35421266002989
9,09,Bayern,Freistaat,13124737,2,452024,2021/03/10 23:00:00+00,09,{1FF920F4-62CD-4A4F-B8C9-F042F2A3E00A},3444.06139338259,12743,76.9386845618316,10098,19,"76,9",9,29.2832556594748,8.66111920110973
10,10,Saarland,Land,986887,12,29774,2021/03/10 23:00:00+00,10,{E3396A6F-8A30-4FDF-8DF7-DEF77DD38BEA},3016.96141503536,904,51.6776490114876,510,1,"51,7",10,4.22859886627026,0.3183791139877
11,11,Berlin,Land,3669491,3,132828,2021/03/10 23:00:00+00,11,{C7033073-2BB0-486B-97AF-5B3C639E7219},3619.79358990116,2917,52.3505848631322,1921,6,"52,4",11,2.68122936739323,0.11801687170816
12,12,Brandenburg,Land,2521893,4,79052,2021/03/10 23:00:00+00,12,{B560AF89-5895-4BE4-96F8-0F581CD8A858},3134.62942321502,3124,66.933846915789,1688,4,"66,9",12,18.8795052312507,3.92195584983268
13,13,Mecklenburg-Vorpommern,Land,1608138,8,26144,2021/03/10 23:00:00+00,13,{A27F5628-E790-45BE-898D-F0A6841C0F7E},1625.73112506514,792,58.5770624162852,942,2,"58,6",13,30.0401103158293,3.1428121816959
14,14,Sachsen,Freistaat,4071971,13,200207,2021/03/10 23:00:00+00,14,{256D2405-A7C8-4FEC-93DF-29F3C808CD25},4916.70986851331,8071,85.2167169166971,3470,3,"85,2",14,15.2497070411544,2.36506980586789
15,15,Sachsen-Anhalt,Land,2194782,14,63590,2021/03/10 23:00:00+00,15,{66106BBE-F04B-4F92-80E1-5B5B30DA25B5},2897.32647707153,2540,84.290831617901,1850,7,"84,3",15,14.2172902910093,2.69041636236946
16,16,Thüringen,Freistaat,2133378,16,80882,2021/03/10 23:00:00+00,16,{3A3E2817-BB19-4F8C-8BCA-D8FF591140D4},3791.26437040224,3029,138.278354796946,2950,10,"138,3",16,15.0324529635839,2.07032354616438
