OBJECTID_1,LAN_ew_AGS,LAN_ew_GEN,LAN_ew_BEZ,LAN_ew_EWZ,OBJECTID,Fallzahl,Aktualisierung,AGS_TXT,GlobalID,faelle_100000_EW,Death,cases7_bl_per_100k,cases7_bl,death7_bl,cases7_bl_per_100k_txt,AdmUnitId,SHAPE_Length,SHAPE_Area
1,01,Schleswig-Holstein,Land,2903773,15,54508,2021/04/15 21:59:59+00,01,{FC5BA936-C95C-432C-8A33-9EB2F30B660F},1877.14397785226,1473,76.3833812078286,2218,1,"76,4",1,20.9191264620575,2.15954567681771
2,02,Hamburg,Freie und Hansestadt,1847253,6,67121,2021/04/15 21:59:59+00,02,{0F3E860C-5181-4D3F-A421-1D51F50315EA},3633.55750403437,1427,126.891118866771,2344,1,"126,9",2,3.10951982826658,0.10017859908052
3,03,Niedersachsen,Land,7993608,9,217562,2021/04/15 21:59:59+00,03,{3FD77024-C29B-4843-9BE8-682AD48E60C9},2721.69963801077,5112,116.280408046029,9295,9,"116,3",3,29.8156067697764,6.34547245881216
4,04,Bremen,Freie Hansestadt,681202,5,23116,2021/04/15 21:59:59+00,04,{4132268B-54DE-4327-AC1E-760E915112F1},3393.41340747678,433,164.12165554417,1118,1,"164,1",4,2.4434099165342,0.0540986322033472
5,05,Nordrhein-Westfalen,Land,17947221,10,669472,2021/04/15 21:59:59+00,05,{561D658F-3EE5-46E3-BC95-3528C6558AB9},3730.22653479333,14813,162.727143104774,29205,30,"162,7",5,19.7250153818911,4.413413308508
6,06,Hessen,Land,6288080,7,240509,2021/04/15 21:59:59+00,06,{93277AC4-E8FC-48C7-8940-028DC2ED66AF},3824.84001475808,6585,164.597142529993,10350,16,"164,6",6,15.9178246133033,2.68129889446109
7,07,Rheinland-Pfalz,Land,4093903,11,127699,2021/04/15 21:59:59+00,07,{E9B4296F-9BE2-4E53-9A58-CCF1396CB03D},3119.24830656711,3434,131.683628068374,5391,8,"131,7",7,13.1938203642167,2.48562050756341
8,08,Baden-Württemberg,Land,11100394,1,399982,2021/04/15 21:59:59+00,08,{80394DDF-C6A4-4A6E-BE8E-0259A81B22A9},3603.31354004191,9022,165.003152140365,18316,7,"165,0",8,18.9961731044424,4.35421266002989
9,09,Bayern,Freistaat,13124737,2,546680,2021/04/15 21:59:59+00,09,{1FF920F4-62CD-4A4F-B8C9-F042F2A3E00A},4165.26441634602,13684,180.384566944084,23675,28,"180,4",9,29.2832556594748,8.66111920110973
10,10,Saarland,Land,986887,12,34297,2021/04/15 21:59:59+00,10,{E3396A6F-8A30-4FDF-8DF7-DEF77DD38BEA},3475.27123166077,942,121.39181081522,1198,0,"121,4",10,4.22859886627026,0.3183791139877
11,11,Berlin,Land,3669491,3,157017,2021/04/15 21:59:59+00,11,{C7033073-2BB0-486B-97AF-5B3C639E7219},4278.98583209497,3142,138.329811954846,5076,4,"138,3",11,2.68122936739323,0.11801687170816
12,12,Brandenburg,Land,2521893,4,95604,2021/04/15 21:59:59+00,12,{B560AF89-5895-4BE4-96F8-0F581CD8A858},3790.96178941771,3436,145.406644929028,3667,4,"145,4",12,18.8795052312507,3.92195584983268
13,13,Mecklenburg-Vorpommern,Land,1608138,8,35419,2021/04/15 21:59:59+00,13,{A27F5628-E790-45BE-898D-F0A6841C0F7E},2202.48511010871,921,148.432535018761,2387,2,"148,4",13,30.0401103158293,3.1428121816959
14,14,Sachsen,Freistaat,4071971,13,242330,2021/04/15 21:59:59+00,14,{256D2405-A7C8-4FEC-93DF-29F3C808CD25},5951.17204911332,8697,229.520298646528,9346,4,"229,5",14,15.2497070411544,2.36506980586789
15,15,Sachsen-Anhalt,Land,2194782,14,81757,2021/04/15 21:59:59+00,15,{66106BBE-F04B-4F92-80E1-5B5B30DA25B5},3725.06244355931,2900,188.310274095559,4133,13,"188,3",15,14.2172902910093,2.69041636236946
16,16,Thüringen,Freistaat,2133378,16,106200,2021/04/15 21:59:59+00,16,{3A3E2817-BB19-4F8C-8BCA-D8FF591140D4},4978.02077269007,3607,256.025889457939,5462,11,"256,0",16,15.0324529635839,2.07032354616438
