OBJECTID_1,LAN_ew_AGS,LAN_ew_GEN,LAN_ew_BEZ,LAN_ew_EWZ,OBJECTID,Fallzahl,Aktualisierung,AGS_TXT,GlobalID,faelle_100000_EW,Death,cases7_bl_per_100k,cases7_bl,death7_bl,cases7_bl_per_100k_txt,AdmUnitId,SHAPE_Length,SHAPE_Area
1,01,Schleswig-Holstein,Land,2903773,15,51436,2021/04/06 21:59:59+00,01,{FC5BA936-C95C-432C-8A33-9EB2F30B660F},1771.35058422266,1447,62.4360099773639,1813,3,"62,4",1,20.9191264620575,2.15954567681771
2,02,Hamburg,Freie und Hansestadt,1847253,6,63509,2021/04/06 21:59:59+00,02,{0F3E860C-5181-4D3F-A421-1D51F50315EA},3438.02391984206,1398,119.799507701436,2213,0,"119,8",2,3.10951982826658,0.10017859908052
3,03,Niedersachsen,Land,7993608,9,203838,2021/04/06 21:59:59+00,03,{3FD77024-C29B-4843-9BE8-682AD48E60C9},2550.0124599555,4939,85.0679693074767,6800,12,"85,1",3,29.8156067697764,6.34547245881216
4,04,Bremen,Freie Hansestadt,681202,5,21550,2021/04/06 21:59:59+00,04,{4132268B-54DE-4327-AC1E-760E915112F1},3163.52565024765,411,102.025537212163,695,1,"102,0",4,2.4434099165342,0.0540986322033472
5,05,Nordrhein-Westfalen,Land,17947221,10,629820,2021/04/06 21:59:59+00,05,{561D658F-3EE5-46E3-BC95-3528C6558AB9},3509.28982264162,14403,110.52964690188,19837,33,"110,5",5,19.7250153818911,4.413413308508
6,06,Hessen,Land,6288080,7,226031,2021/04/06 21:59:59+00,06,{93277AC4-E8FC-48C7-8940-028DC2ED66AF},3594.59485248279,6410,119.686772432921,7526,7,"119,7",6,15.9178246133033,2.68129889446109
7,07,Rheinland-Pfalz,Land,4093903,11,120131,2021/04/06 21:59:59+00,07,{E9B4296F-9BE2-4E53-9A58-CCF1396CB03D},2934.38803997066,3353,95.9964122256927,3930,6,"96,0",7,13.1938203642167,2.48562050756341
8,08,Baden-Württemberg,Land,11100394,1,373964,2021/04/06 21:59:59+00,08,{80394DDF-C6A4-4A6E-BE8E-0259A81B22A9},3368.92546336644,8795,100.627058823317,11170,14,"100,6",8,18.9961731044424,4.35421266002989
9,09,Bayern,Freistaat,13124737,2,513473,2021/04/06 21:59:59+00,09,{1FF920F4-62CD-4A4F-B8C9-F042F2A3E00A},3912.25363220612,13387,120.619559843371,15831,25,"120,6",9,29.2832556594748,8.66111920110973
10,10,Saarland,Land,986887,12,32500,2021/04/06 21:59:59+00,10,{E3396A6F-8A30-4FDF-8DF7-DEF77DD38BEA},3293.18351543794,929,74.3752830871214,734,1,"74,4",10,4.22859886627026,0.3183791139877
11,11,Berlin,Land,3669491,3,149829,2021/04/06 21:59:59+00,11,{C7033073-2BB0-486B-97AF-5B3C639E7219},4083.10035370028,3089,105.10994576632,3857,2,"105,1",11,2.68122936739323,0.11801687170816
12,12,Brandenburg,Land,2521893,4,90448,2021/04/06 21:59:59+00,12,{B560AF89-5895-4BE4-96F8-0F581CD8A858},3586.51219540242,3344,109.164028767279,2753,4,"109,2",12,18.8795052312507,3.92195584983268
13,13,Mecklenburg-Vorpommern,Land,1608138,8,31895,2021/04/06 21:59:59+00,13,{A27F5628-E790-45BE-898D-F0A6841C0F7E},1983.34968765118,881,76.1750546283963,1225,0,"76,2",13,30.0401103158293,3.1428121816959
14,14,Sachsen,Freistaat,4071971,13,227862,2021/04/06 21:59:59+00,14,{256D2405-A7C8-4FEC-93DF-29F3C808CD25},5595.86500002087,8449,149.559021908555,6090,0,"149,6",14,15.2497070411544,2.36506980586789
15,15,Sachsen-Anhalt,Land,2194782,14,75864,2021/04/06 21:59:59+00,15,{66106BBE-F04B-4F92-80E1-5B5B30DA25B5},3456.56197289754,2756,139.148216087065,3054,7,"139,1",15,14.2172902910093,2.69041636236946
16,16,Thüringen,Freistaat,2133378,16,98295,2021/04/06 21:59:59+00,16,{3A3E2817-BB19-4F8C-8BCA-D8FF591140D4},4607.48165585283,3410,188.152310560998,4014,7,"188,2",16,15.0324529635839,2.07032354616438
