OBJECTID_1,LAN_ew_AGS,LAN_ew_GEN,LAN_ew_BEZ,LAN_ew_EWZ,OBJECTID,Fallzahl,Aktualisierung,AGS_TXT,GlobalID,faelle_100000_EW,Death,cases7_bl_per_100k,cases7_bl,death7_bl,cases7_bl_per_100k_txt,AdmUnitId,SHAPE_Length,SHAPE_Area
1,01,Schleswig-Holstein,Land,2903773,15,55270,2021/04/18 21:59:59+00,01,{FC5BA936-C95C-432C-8A33-9EB2F30B660F},1903.38569853773,1475,72.0441990472396,2092,1,"72,0",1,20.9191264620575,2.15954567681771
2,02,Hamburg,Freie und Hansestadt,1847253,6,68241,2021/04/18 21:59:59+00,02,{0F3E860C-5181-4D3F-A421-1D51F50315EA},3694.18807277617,1431,125.700161266486,2322,1,"125,7",2,3.10951982826658,0.10017859908052
3,03,Niedersachsen,Land,7993608,9,221894,2021/04/18 21:59:59+00,03,{3FD77024-C29B-4843-9BE8-682AD48E60C9},2775.89293845783,5125,123.42361546876,9866,5,"123,4",3,29.8156067697764,6.34547245881216
4,04,Bremen,Freie Hansestadt,681202,5,23532,2021/04/18 21:59:59+00,04,{4132268B-54DE-4327-AC1E-760E915112F1},3454.48193046996,435,170.287227577136,1160,2,"170,3",4,2.4434099165342,0.0540986322033472
5,05,Nordrhein-Westfalen,Land,17947221,10,681986,2021/04/18 21:59:59+00,05,{561D658F-3EE5-46E3-BC95-3528C6558AB9},3799.95320724027,14912,171.123986270632,30712,28,"171,1",5,19.7250153818911,4.413413308508
6,06,Hessen,Land,6288080,7,244208,2021/04/18 21:59:59+00,06,{93277AC4-E8FC-48C7-8940-028DC2ED66AF},3883.6656022188,6610,161.95722700729,10184,12,"162,0",6,15.9178246133033,2.68129889446109
7,07,Rheinland-Pfalz,Land,4093903,11,130107,2021/04/18 21:59:59+00,07,{E9B4296F-9BE2-4E53-9A58-CCF1396CB03D},3178.06748230234,3453,138.327654563384,5663,7,"138,3",7,13.1938203642167,2.48562050756341
8,08,Baden-Württemberg,Land,11100394,1,407605,2021/04/18 21:59:59+00,08,{80394DDF-C6A4-4A6E-BE8E-0259A81B22A9},3671.98677812697,9063,173.39925051309,19248,15,"173,4",8,18.9961731044424,4.35421266002989
9,09,Bayern,Freistaat,13124737,2,556150,2021/04/18 21:59:59+00,09,{1FF920F4-62CD-4A4F-B8C9-F042F2A3E00A},4237.41824312365,13738,187.279943209529,24580,20,"187,3",9,29.2832556594748,8.66111920110973
10,10,Saarland,Land,986887,12,34817,2021/04/18 21:59:59+00,10,{E3396A6F-8A30-4FDF-8DF7-DEF77DD38BEA},3527.96216790777,943,125.748945927953,1241,0,"125,7",10,4.22859886627026,0.3183791139877
11,11,Berlin,Land,3669491,3,159254,2021/04/18 21:59:59+00,11,{C7033073-2BB0-486B-97AF-5B3C639E7219},4339.94796553527,3149,153.645287588933,5638,2,"153,6",11,2.68122936739323,0.11801687170816
12,12,Brandenburg,Land,2521893,4,96903,2021/04/18 21:59:59+00,12,{B560AF89-5895-4BE4-96F8-0F581CD8A858},3842.47071545066,3453,141.322411379071,3564,6,"141,3",12,18.8795052312507,3.92195584983268
13,13,Mecklenburg-Vorpommern,Land,1608138,8,36333,2021/04/18 21:59:59+00,13,{A27F5628-E790-45BE-898D-F0A6841C0F7E},2259.3210284192,927,149.738393098105,2408,3,"149,7",13,30.0401103158293,3.1428121816959
14,14,Sachsen,Freistaat,4071971,13,246067,2021/04/18 21:59:59+00,14,{256D2405-A7C8-4FEC-93DF-29F3C808CD25},6042.94578718758,8735,236.519366174268,9631,2,"236,5",14,15.2497070411544,2.36506980586789
15,15,Sachsen-Anhalt,Land,2194782,14,83377,2021/04/18 21:59:59+00,15,{66106BBE-F04B-4F92-80E1-5B5B30DA25B5},3798.87387448958,2913,178.332062136467,3914,11,"178,3",15,14.2172902910093,2.69041636236946
16,16,Thüringen,Freistaat,2133378,16,107955,2021/04/18 21:59:59+00,16,{3A3E2817-BB19-4F8C-8BCA-D8FF591140D4},5060.28467528961,3644,245.760479389963,5243,6,"245,8",16,15.0324529635839,2.07032354616438
