OBJECTID_1,LAN_ew_AGS,LAN_ew_GEN,LAN_ew_BEZ,LAN_ew_EWZ,OBJECTID,Fallzahl,Aktualisierung,AGS_TXT,GlobalID,faelle_100000_EW,Death,cases7_bl_per_100k,cases7_bl,death7_bl,cases7_bl_per_100k_txt,AdmUnitId,SHAPE_Length,SHAPE_Area
1,01,Schleswig-Holstein,Land,2903773,15,53332,2021/04/12 21:59:59+00,01,{FC5BA936-C95C-432C-8A33-9EB2F30B660F},1836.64494435343,1466,70.7699947619872,2055,0,"70,8",1,20.9191264620575,2.15954567681771
2,02,Hamburg,Freie und Hansestadt,1847253,6,65915,2021/04/12 21:59:59+00,02,{0F3E860C-5181-4D3F-A421-1D51F50315EA},3568.27137376418,1412,129.327168503719,2389,0,"129,3",2,3.10951982826658,0.10017859908052
3,03,Niedersachsen,Land,7993608,9,212176,2021/04/12 21:59:59+00,03,{3FD77024-C29B-4843-9BE8-682AD48E60C9},2654.32080232105,5037,106.760301480883,8534,9,"106,8",3,29.8156067697764,6.34547245881216
4,04,Bremen,Freie Hansestadt,681202,5,22482,2021/04/12 21:59:59+00,04,{4132268B-54DE-4327-AC1E-760E915112F1},3300.34262964583,422,140.340163417019,956,0,"140,3",4,2.4434099165342,0.0540986322033472
5,05,Nordrhein-Westfalen,Land,17947221,10,652744,2021/04/12 21:59:59+00,05,{561D658F-3EE5-46E3-BC95-3528C6558AB9},3637.01990408431,14655,135.458297415516,24311,27,"135,5",5,19.7250153818911,4.413413308508
6,06,Hessen,Land,6288080,7,234519,2021/04/12 21:59:59+00,06,{93277AC4-E8FC-48C7-8940-028DC2ED66AF},3729.58041246295,6521,142.046538848106,8932,12,"142,0",6,15.9178246133033,2.68129889446109
7,07,Rheinland-Pfalz,Land,4093903,11,124741,2021/04/12 21:59:59+00,07,{E9B4296F-9BE2-4E53-9A58-CCF1396CB03D},3046.99451843388,3405,117.784910878445,4822,7,"117,8",7,13.1938203642167,2.48562050756341
8,08,Baden-Württemberg,Land,11100394,1,389388,2021/04/12 21:59:59+00,08,{80394DDF-C6A4-4A6E-BE8E-0259A81B22A9},3507.87548622148,8946,143.670576017392,15948,18,"143,7",8,18.9961731044424,4.35421266002989
9,09,Bayern,Freistaat,13124737,2,532732,2021/04/12 21:59:59+00,09,{1FF920F4-62CD-4A4F-B8C9-F042F2A3E00A},4058.99181065495,13562,159.698438147751,20960,31,"159,7",9,29.2832556594748,8.66111920110973
10,10,Saarland,Land,986887,12,33628,2021/04/12 21:59:59+00,10,{E3396A6F-8A30-4FDF-8DF7-DEF77DD38BEA},3407.48231560452,934,118.047962938006,1165,1,"118,0",10,4.22859886627026,0.3183791139877
11,11,Berlin,Land,3669491,3,153991,2021/04/12 21:59:59+00,11,{C7033073-2BB0-486B-97AF-5B3C639E7219},4196.52207894773,3126,119.880386680333,4399,4,"119,9",11,2.68122936739323,0.11801687170816
12,12,Brandenburg,Land,2521893,4,93523,2021/04/12 21:59:59+00,12,{B560AF89-5895-4BE4-96F8-0F581CD8A858},3708.44441060743,3401,127.959433647661,3227,11,"128,0",12,18.8795052312507,3.92195584983268
13,13,Mecklenburg-Vorpommern,Land,1608138,8,34020,2021/04/12 21:59:59+00,13,{A27F5628-E790-45BE-898D-F0A6841C0F7E},2115.49008853718,914,127.600989467322,2052,3,"127,6",13,30.0401103158293,3.1428121816959
14,14,Sachsen,Freistaat,4071971,13,236496,2021/04/12 21:59:59+00,14,{256D2405-A7C8-4FEC-93DF-29F3C808CD25},5807.89990891389,8573,212.108583288044,8637,4,"212,1",14,15.2497070411544,2.36506980586789
15,15,Sachsen-Anhalt,Land,2194782,14,79541,2021/04/12 21:59:59+00,15,{66106BBE-F04B-4F92-80E1-5B5B30DA25B5},3624.09569606457,2848,173.866926191303,3816,10,"173,9",15,14.2172902910093,2.69041636236946
16,16,Thüringen,Freistaat,2133378,16,103095,2021/04/12 21:59:59+00,16,{3A3E2817-BB19-4F8C-8BCA-D8FF591140D4},4832.47694501396,3524,234.510714931906,5003,10,"234,5",16,15.0324529635839,2.07032354616438
