OBJECTID_1,LAN_ew_AGS,LAN_ew_GEN,LAN_ew_BEZ,LAN_ew_EWZ,OBJECTID,Fallzahl,Aktualisierung,AGS_TXT,GlobalID,faelle_100000_EW,Death,cases7_bl_per_100k,cases7_bl,death7_bl,cases7_bl_per_100k_txt,AdmUnitId,SHAPE_Length,SHAPE_Area
1,01,Schleswig-Holstein,Land,2903773,15,43946,2021/03/08 23:00:00+00,01,{FC5BA936-C95C-432C-8A33-9EB2F30B660F},1513.41031134321,1339,45.3547849642517,1317,3,"45,4",1,20.9191264620575,2.15954567681771
2,02,Hamburg,Freie und Hansestadt,1847253,6,53543,2021/03/08 23:00:00+00,02,{0F3E860C-5181-4D3F-A421-1D51F50315EA},2898.52012691277,1312,72.2153381263963,1334,0,"72,2",2,3.10951982826658,0.10017859908052
3,03,Niedersachsen,Land,7993608,9,170550,2021/03/08 23:00:00+00,03,{3FD77024-C29B-4843-9BE8-682AD48E60C9},2133.57973020443,4467,62.2247175493219,4974,8,"62,2",3,29.8156067697764,6.34547245881216
4,04,Bremen,Freie Hansestadt,681202,5,18518,2021/03/08 23:00:00+00,04,{4132268B-54DE-4327-AC1E-760E915112F1},2718.43006920121,368,64.4449076778988,439,0,"64,4",4,2.4434099165342,0.0540986322033472
5,05,Nordrhein-Westfalen,Land,17947221,10,545874,2021/03/08 23:00:00+00,05,{561D658F-3EE5-46E3-BC95-3528C6558AB9},3041.55166975433,13446,65.9489288063038,11836,16,"65,9",5,19.7250153818911,4.413413308508
6,06,Hessen,Land,6288080,7,193424,2021/03/08 23:00:00+00,06,{93277AC4-E8FC-48C7-8940-028DC2ED66AF},3076.0422895383,5962,68.7332222236358,4322,10,"68,7",6,15.9178246133033,2.68129889446109
7,07,Rheinland-Pfalz,Land,4093903,11,104431,2021/03/08 23:00:00+00,07,{E9B4296F-9BE2-4E53-9A58-CCF1396CB03D},2550.89092242782,3168,46.2639197851048,1894,3,"46,3",7,13.1938203642167,2.48562050756341
8,08,Baden-Württemberg,Land,11100394,1,324324,2021/03/08 23:00:00+00,08,{80394DDF-C6A4-4A6E-BE8E-0259A81B22A9},2921.73412943721,8293,60.340200537026,6698,14,"60,3",8,18.9961731044424,4.35421266002989
9,09,Bayern,Freistaat,13124737,2,448006,2021/03/08 23:00:00+00,09,{1FF920F4-62CD-4A4F-B8C9-F042F2A3E00A},3413.44744660407,12679,74.2414876580003,9744,11,"74,2",9,29.2832556594748,8.66111920110973
10,10,Saarland,Land,986887,12,29598,2021/03/08 23:00:00+00,10,{E3396A6F-8A30-4FDF-8DF7-DEF77DD38BEA},2999.12755969022,893,57.3520575303961,566,1,"57,4",10,4.22859886627026,0.3183791139877
11,11,Berlin,Land,3669491,3,132051,2021/03/08 23:00:00+00,11,{C7033073-2BB0-486B-97AF-5B3C639E7219},3598.61899102628,2894,59.299777544079,2176,1,"59,3",11,2.68122936739323,0.11801687170816
12,12,Brandenburg,Land,2521893,4,78294,2021/03/08 23:00:00+00,12,{B560AF89-5895-4BE4-96F8-0F581CD8A858},3104.57263650758,3095,61.5410725197302,1552,5,"61,5",12,18.8795052312507,3.92195584983268
13,13,Mecklenburg-Vorpommern,Land,1608138,8,25758,2021/03/08 23:00:00+00,13,{A27F5628-E790-45BE-898D-F0A6841C0F7E},1601.72820989243,784,65.9769248659008,1061,4,"66,0",13,30.0401103158293,3.1428121816959
14,14,Sachsen,Freistaat,4071971,13,198583,2021/03/08 23:00:00+00,14,{256D2405-A7C8-4FEC-93DF-29F3C808CD25},4876.82746267103,8000,84.4062985713798,3437,1,"84,4",14,15.2497070411544,2.36506980586789
15,15,Sachsen-Anhalt,Land,2194782,14,62918,2021/03/08 23:00:00+00,15,{66106BBE-F04B-4F92-80E1-5B5B30DA25B5},2866.70840201897,2516,88.6192797280094,1945,6,"88,6",15,14.2172902910093,2.69041636236946
16,16,Thüringen,Freistaat,2133378,16,79627,2021/03/08 23:00:00+00,16,{3A3E2817-BB19-4F8C-8BCA-D8FF591140D4},3732.43747709032,2973,134.762803403804,2875,8,"134,8",16,15.0324529635839,2.07032354616438
