OBJECTID_1,LAN_ew_AGS,LAN_ew_GEN,LAN_ew_BEZ,LAN_ew_EWZ,OBJECTID,Fallzahl,Aktualisierung,AGS_TXT,GlobalID,faelle_100000_EW,Death,cases7_bl_per_100k,cases7_bl,death7_bl,cases7_bl_per_100k_txt,AdmUnitId,SHAPE_Length,SHAPE_Area
1,01,Schleswig-Holstein,Land,2903773,15,50863,2021/04/03 21:59:59+00,01,{FC5BA936-C95C-432C-8A33-9EB2F30B660F},1751.61763677808,1441,67.5328271183732,1961,3,"67,5",1,20.9191264620575,2.15954567681771
2,02,Hamburg,Freie und Hansestadt,1847253,6,62742,2021/04/03 21:59:59+00,02,{0F3E860C-5181-4D3F-A421-1D51F50315EA},3396.5028071412,1397,147.299801380753,2721,3,"147,3",2,3.10951982826658,0.10017859908052
3,03,Niedersachsen,Land,7993608,9,202110,2021/04/03 21:59:59+00,03,{3FD77024-C29B-4843-9BE8-682AD48E60C9},2528.39518775502,4905,97.9032246765165,7826,7,"97,9",3,29.8156067697764,6.34547245881216
4,04,Bremen,Freie Hansestadt,681202,5,21374,2021/04/03 21:59:59+00,04,{4132268B-54DE-4327-AC1E-760E915112F1},3137.68896744284,406,118.76066130164,809,0,"118,8",4,2.4434099165342,0.0540986322033472
5,05,Nordrhein-Westfalen,Land,17947221,10,624339,2021/04/03 21:59:59+00,05,{561D658F-3EE5-46E3-BC95-3528C6558AB9},3478.75027559977,14305,125.005425631077,22435,19,"125,0",5,19.7250153818911,4.413413308508
6,06,Hessen,Land,6288080,7,224044,2021/04/03 21:59:59+00,06,{93277AC4-E8FC-48C7-8940-028DC2ED66AF},3562.99538173815,6370,139.311204692052,8760,16,"139,3",6,15.9178246133033,2.68129889446109
7,07,Rheinland-Pfalz,Land,4093903,11,118827,2021/04/03 21:59:59+00,07,{E9B4296F-9BE2-4E53-9A58-CCF1396CB03D},2902.53579530341,3340,103.12897008063,4222,5,"103,1",7,13.1938203642167,2.48562050756341
8,08,Baden-Württemberg,Land,11100394,1,371389,2021/04/03 21:59:59+00,08,{80394DDF-C6A4-4A6E-BE8E-0259A81B22A9},3345.72808857055,8743,121.680365579816,13507,10,"121,7",8,18.9961731044424,4.35421266002989
9,09,Bayern,Freistaat,13124737,2,508747,2021/04/03 21:59:59+00,09,{1FF920F4-62CD-4A4F-B8C9-F042F2A3E00A},3876.24529161994,13312,131.819784274534,17301,17,"131,8",9,29.2832556594748,8.66111920110973
10,10,Saarland,Land,986887,12,32275,2021/04/03 21:59:59+00,10,{E3396A6F-8A30-4FDF-8DF7-DEF77DD38BEA},3270.38455263875,927,80.1510203295818,791,3,"80,2",10,4.22859886627026,0.3183791139877
11,11,Berlin,Land,3669491,3,148725,2021/04/03 21:59:59+00,11,{C7033073-2BB0-486B-97AF-5B3C639E7219},4053.01443715218,3081,125.139971729049,4592,3,"125,1",11,2.68122936739323,0.11801687170816
12,12,Brandenburg,Land,2521893,4,89948,2021/04/03 21:59:59+00,12,{B560AF89-5895-4BE4-96F8-0F581CD8A858},3566.68581894632,3317,136.524428276695,3443,3,"136,5",12,18.8795052312507,3.92195584983268
13,13,Mecklenburg-Vorpommern,Land,1608138,8,31370,2021/04/03 21:59:59+00,13,{A27F5628-E790-45BE-898D-F0A6841C0F7E},1950.70323566759,875,83.201814769628,1338,1,"83,2",13,30.0401103158293,3.1428121816959
14,14,Sachsen,Freistaat,4071971,13,226142,2021/04/03 21:59:59+00,14,{256D2405-A7C8-4FEC-93DF-29F3C808CD25},5553.62501353767,8430,184.898173390724,7529,2,"184,9",14,15.2497070411544,2.36506980586789
15,15,Sachsen-Anhalt,Land,2194782,14,75018,2021/04/03 21:59:59+00,15,{66106BBE-F04B-4F92-80E1-5B5B30DA25B5},3418.01600341173,2729,155.414068458735,3411,4,"155,4",15,14.2172902910093,2.69041636236946
16,16,Thüringen,Freistaat,2133378,16,97473,2021/04/03 21:59:59+00,16,{3A3E2817-BB19-4F8C-8BCA-D8FF591140D4},4568.95121258399,3385,234.604462969057,5005,10,"234,6",16,15.0324529635839,2.07032354616438
