OBJECTID_1,LAN_ew_AGS,LAN_ew_GEN,LAN_ew_BEZ,LAN_ew_EWZ,OBJECTID,Fallzahl,Aktualisierung,AGS_TXT,GlobalID,faelle_100000_EW,Death,cases7_bl_per_100k,cases7_bl,death7_bl,cases7_bl_per_100k_txt,AdmUnitId,SHAPE_Length,SHAPE_Area
1,01,Schleswig-Holstein,Land,2903773,15,51028,2021/04/04 21:59:59+00,01,{FC5BA936-C95C-432C-8A33-9EB2F30B660F},1757.29989913123,1441,67.6705789329951,1965,2,"67,7",1,20.9191264620575,2.15954567681771
2,02,Hamburg,Freie und Hansestadt,1847253,6,62950,2021/04/04 21:59:59+00,02,{0F3E860C-5181-4D3F-A421-1D51F50315EA},3407.76276990753,1397,142.590105415988,2634,2,"142,6",2,3.10951982826658,0.10017859908052
3,03,Niedersachsen,Land,7993608,9,202825,2021/04/04 21:59:59+00,03,{3FD77024-C29B-4843-9BE8-682AD48E60C9},2537.33983452779,4908,101.25590346687,8094,7,"101,3",3,29.8156067697764,6.34547245881216
4,04,Bremen,Freie Hansestadt,681202,5,21458,2021/04/04 21:59:59+00,04,{4132268B-54DE-4327-AC1E-760E915112F1},3150.02011150877,407,119.788256640468,816,0,"119,8",4,2.4434099165342,0.0540986322033472
5,05,Nordrhein-Westfalen,Land,17947221,10,625794,2021/04/04 21:59:59+00,05,{561D658F-3EE5-46E3-BC95-3528C6558AB9},3486.85738031531,14316,123.918906442396,22240,23,"123,9",5,19.7250153818911,4.413413308508
6,06,Hessen,Land,6288080,7,224677,2021/04/04 21:59:59+00,06,{93277AC4-E8FC-48C7-8940-028DC2ED66AF},3573.06204755665,6375,140.376712764469,8827,13,"140,4",6,15.9178246133033,2.68129889446109
7,07,Rheinland-Pfalz,Land,4093903,11,119354,2021/04/04 21:59:59+00,07,{E9B4296F-9BE2-4E53-9A58-CCF1396CB03D},2915.40859663749,3342,106.890661552069,4376,3,"106,9",7,13.1938203642167,2.48562050756341
8,08,Baden-Württemberg,Land,11100394,1,372408,2021/04/04 21:59:59+00,08,{80394DDF-C6A4-4A6E-BE8E-0259A81B22A9},3354.90794290725,8747,121.022731265215,13434,10,"121,0",8,18.9961731044424,4.35421266002989
9,09,Bayern,Freistaat,13124737,2,510300,2021/04/04 21:59:59+00,09,{1FF920F4-62CD-4A4F-B8C9-F042F2A3E00A},3888.07790967545,13323,132.749326710318,17423,17,"132,7",9,29.2832556594748,8.66111920110973
10,10,Saarland,Land,986887,12,32386,2021/04/04 21:59:59+00,10,{E3396A6F-8A30-4FDF-8DF7-DEF77DD38BEA},3281.63204095302,927,87.3453597017693,862,3,"87,3",10,4.22859886627026,0.3183791139877
11,11,Berlin,Land,3669491,3,149034,2021/04/04 21:59:59+00,11,{C7033073-2BB0-486B-97AF-5B3C639E7219},4061.43522357733,3085,130.699325873806,4796,4,"130,7",11,2.68122936739323,0.11801687170816
12,12,Brandenburg,Land,2521893,4,90161,2021/04/04 21:59:59+00,12,{B560AF89-5895-4BE4-96F8-0F581CD8A858},3575.13185531662,3321,134.859012654383,3401,2,"134,9",12,18.8795052312507,3.92195584983268
13,13,Mecklenburg-Vorpommern,Land,1608138,8,31582,2021/04/04 21:59:59+00,13,{A27F5628-E790-45BE-898D-F0A6841C0F7E},1963.88618389715,875,92.0319027347156,1480,1,"92,0",13,30.0401103158293,3.1428121816959
14,14,Sachsen,Freistaat,4071971,13,226879,2021/04/04 21:59:59+00,14,{256D2405-A7C8-4FEC-93DF-29F3C808CD25},5571.72435658309,8432,189.662450935923,7723,1,"189,7",14,15.2497070411544,2.36506980586789
15,15,Sachsen-Anhalt,Land,2194782,14,75370,2021/04/04 21:59:59+00,15,{66106BBE-F04B-4F92-80E1-5B5B30DA25B5},3434.05404272497,2730,159.469140898732,3500,5,"159,5",15,14.2172902910093,2.69041636236946
16,16,Thüringen,Freistaat,2133378,16,97677,2021/04/04 21:59:59+00,16,{3A3E2817-BB19-4F8C-8BCA-D8FF591140D4},4578.51351237333,3387,227.198368034169,4847,8,"227,2",16,15.0324529635839,2.07032354616438
