OBJECTID_1,LAN_ew_AGS,LAN_ew_GEN,LAN_ew_BEZ,LAN_ew_EWZ,OBJECTID,Fallzahl,Aktualisierung,AGS_TXT,GlobalID,faelle_100000_EW,Death,cases7_bl_per_100k,cases7_bl,death7_bl,cases7_bl_per_100k_txt,AdmUnitId,SHAPE_Length,SHAPE_Area
1,01,Schleswig-Holstein,Land,2903773,15,42825,2021/03/02 23:00:00+00,01,{FC5BA936-C95C-432C-8A33-9EB2F30B660F},1474.80536529543,1308,46.4223615275712,1348,2,"46,4",1,20.9191264620575,2.15954567681771
2,02,Hamburg,Freie und Hansestadt,1847253,6,52220,2021/03/02 23:00:00+00,02,{0F3E860C-5181-4D3F-A421-1D51F50315EA},2826.90026758652,1287,69.6168851803191,1286,1,"69,6",2,3.10951982826658,0.10017859908052
3,03,Niedersachsen,Land,7993608,9,165838,2021/03/02 23:00:00+00,03,{3FD77024-C29B-4843-9BE8-682AD48E60C9},2074.63263147255,4363,59.4975385332881,4756,17,"59,5",3,29.8156067697764,6.34547245881216
4,04,Bremen,Freie Hansestadt,681202,5,18149,2021/03/02 23:00:00+00,04,{4132268B-54DE-4327-AC1E-760E915112F1},2664.26111491158,346,75.3080584026471,513,2,"75,3",4,2.4434099165342,0.0540986322033472
5,05,Nordrhein-Westfalen,Land,17947221,10,535738,2021/03/02 23:00:00+00,05,{561D658F-3EE5-46E3-BC95-3528C6558AB9},2985.07495951602,13195,63.7926061087675,11449,24,"63,8",5,19.7250153818911,4.413413308508
6,06,Hessen,Land,6288080,7,189743,2021/03/02 23:00:00+00,06,{93277AC4-E8FC-48C7-8940-028DC2ED66AF},3017.50295797763,5877,65.5207949008282,4120,10,"65,5",6,15.9178246133033,2.68129889446109
7,07,Rheinland-Pfalz,Land,4093903,11,102699,2021/03/02 23:00:00+00,07,{E9B4296F-9BE2-4E53-9A58-CCF1396CB03D},2508.58410665812,3124,47.97377954485,1964,7,"48,0",7,13.1938203642167,2.48562050756341
8,08,Baden-Württemberg,Land,11100394,1,318526,2021/03/02 23:00:00+00,08,{80394DDF-C6A4-4A6E-BE8E-0259A81B22A9},2869.50174921719,8152,52.0071629889894,5773,10,"52,0",8,18.9961731044424,4.35421266002989
9,09,Bayern,Freistaat,13124737,2,439746,2021/03/02 23:00:00+00,09,{1FF920F4-62CD-4A4F-B8C9-F042F2A3E00A},3350.51285218134,12495,66.6375257652782,8746,14,"66,6",9,29.2832556594748,8.66111920110973
10,10,Saarland,Land,986887,12,29097,2021/03/02 23:00:00+00,10,{E3396A6F-8A30-4FDF-8DF7-DEF77DD38BEA},2948.3618691907,876,68.9035320153169,680,1,"68,9",10,4.22859886627026,0.3183791139877
11,11,Berlin,Land,3669491,3,130077,2021/03/02 23:00:00+00,11,{C7033073-2BB0-486B-97AF-5B3C639E7219},3544.82406415495,2849,62.7607480165505,2303,7,"62,8",11,2.68122936739323,0.11801687170816
12,12,Brandenburg,Land,2521893,4,77022,2021/03/02 23:00:00+00,12,{B560AF89-5895-4BE4-96F8-0F581CD8A858},3054.13433480326,3049,65.2287785405646,1645,8,"65,2",12,18.8795052312507,3.92195584983268
13,13,Mecklenburg-Vorpommern,Land,1608138,8,24859,2021/03/02 23:00:00+00,13,{A27F5628-E790-45BE-898D-F0A6841C0F7E},1545.8250473529,752,65.7281899936448,1057,1,"65,7",13,30.0401103158293,3.1428121816959
14,14,Sachsen,Freistaat,4071971,13,195262,2021/03/02 23:00:00+00,14,{256D2405-A7C8-4FEC-93DF-29F3C808CD25},4795.2699073741,7861,74.3374645841044,3027,3,"74,3",14,15.2497070411544,2.36506980586789
15,15,Sachsen-Anhalt,Land,2194782,14,61119,2021/03/02 23:00:00+00,15,{66106BBE-F04B-4F92-80E1-5B5B30DA25B5},2784.74126359702,2446,86.0677734736297,1889,10,"86,1",15,14.2172902910093,2.69041636236946
16,16,Thüringen,Freistaat,2133378,16,77110,2021/03/02 23:00:00+00,16,{3A3E2817-BB19-4F8C-8BCA-D8FF591140D4},3614.45557233645,2901,124.497393335827,2656,11,"124,5",16,15.0324529635839,2.07032354616438
