OBJECTID_1,LAN_ew_AGS,LAN_ew_GEN,LAN_ew_BEZ,LAN_ew_EWZ,OBJECTID,Fallzahl,Aktualisierung,AGS_TXT,GlobalID,faelle_100000_EW,Death,cases7_bl_per_100k,cases7_bl,death7_bl,cases7_bl_per_100k_txt,AdmUnitId,SHAPE_Length,SHAPE_Area
1,01,Schleswig-Holstein,Land,2903773,15,40273,2021/02/17 23:00:00+00,01,{FC5BA936-C95C-432C-8A33-9EB2F30B660F},1386.91970756667,1190,52.3801275099672,1521,3,"52,4",1,20.9191264620575,2.15954567681771
2,02,Hamburg,Freie und Hansestadt,1847253,6,49553,2021/02/17 23:00:00+00,02,{0F3E860C-5181-4D3F-A421-1D51F50315EA},2682.5237257701,1206,60.3057621235424,1114,5,"60,3",2,3.10951982826658,0.10017859908052
3,03,Niedersachsen,Land,7993608,9,155840,2021/02/17 23:00:00+00,03,{3FD77024-C29B-4843-9BE8-682AD48E60C9},1949.55769659958,3977,60.5984181360907,4844,16,"60,6",3,29.8156067697764,6.34547245881216
4,04,Bremen,Freie Hansestadt,681202,5,17170,2021/02/17 23:00:00+00,04,{4132268B-54DE-4327-AC1E-760E915112F1},2520.54456680985,317,65.7661016849628,448,3,"65,8",4,2.4434099165342,0.0540986322033472
5,05,Nordrhein-Westfalen,Land,17947221,10,514947,2021/02/17 23:00:00+00,05,{561D658F-3EE5-46E3-BC95-3528C6558AB9},2869.22972642951,12424,57.0896184985965,10246,54,"57,1",5,19.7250153818911,4.413413308508
6,06,Hessen,Land,6288080,7,182385,2021/02/17 23:00:00+00,06,{93277AC4-E8FC-48C7-8940-028DC2ED66AF},2900.48790727853,5598,55.1360669711581,3467,10,"55,1",6,15.9178246133033,2.68129889446109
7,07,Rheinland-Pfalz,Land,4093903,11,98759,2021/02/17 23:00:00+00,07,{E9B4296F-9BE2-4E53-9A58-CCF1396CB03D},2412.34342875246,2945,45.5799758812068,1866,7,"45,6",7,13.1938203642167,2.48562050756341
8,08,Baden-Württemberg,Land,11100394,1,308077,2021/02/17 23:00:00+00,08,{80394DDF-C6A4-4A6E-BE8E-0259A81B22A9},2775.36995533672,7856,41.521048712325,4609,10,"41,5",8,18.9961731044424,4.35421266002989
9,09,Bayern,Freistaat,13124737,2,424534,2021/02/17 23:00:00+00,09,{1FF920F4-62CD-4A4F-B8C9-F042F2A3E00A},3234.60957731953,11945,55.2925365285415,7257,24,"55,3",9,29.2832556594748,8.66111920110973
10,10,Saarland,Land,986887,12,27850,2021/02/17 23:00:00+00,10,{E3396A6F-8A30-4FDF-8DF7-DEF77DD38BEA},2822.00495092143,835,58.1626873188116,574,3,"58,2",10,4.22859886627026,0.3183791139877
11,11,Berlin,Land,3669491,3,125726,2021/02/17 23:00:00+00,11,{C7033073-2BB0-486B-97AF-5B3C639E7219},3426.25176080279,2670,47.9358036305308,1759,8,"47,9",11,2.68122936739323,0.11801687170816
12,12,Brandenburg,Land,2521893,4,74065,2021/02/17 23:00:00+00,12,{B560AF89-5895-4BE4-96F8-0F581CD8A858},2936.88114444189,2874,67.4889854565598,1702,13,"67,5",12,18.8795052312507,3.92195584983268
13,13,Mecklenburg-Vorpommern,Land,1608138,8,22822,2021/02/17 23:00:00+00,13,{A27F5628-E790-45BE-898D-F0A6841C0F7E},1419.15681365654,664,64.2979644781729,1034,5,"64,3",13,30.0401103158293,3.1428121816959
14,14,Sachsen,Freistaat,4071971,13,188956,2021/02/17 23:00:00+00,14,{256D2405-A7C8-4FEC-93DF-29F3C808CD25},4640.40632902346,7294,66.1596067359026,2694,4,"66,2",14,15.2497070411544,2.36506980586789
15,15,Sachsen-Anhalt,Land,2194782,14,57479,2021/02/17 23:00:00+00,15,{66106BBE-F04B-4F92-80E1-5B5B30DA25B5},2618.89335706234,2221,83.8352055010475,1840,19,"83,8",15,14.2172902910093,2.69041636236946
16,16,Thüringen,Freistaat,2133378,16,72170,2021/02/17 23:00:00+00,16,{3A3E2817-BB19-4F8C-8BCA-D8FF591140D4},3382.89792057479,2682,119.528747366852,2550,16,"119,5",16,15.0324529635839,2.07032354616438
