OBJECTID_1,LAN_ew_AGS,LAN_ew_GEN,LAN_ew_BEZ,LAN_ew_EWZ,OBJECTID,Fallzahl,Aktualisierung,AGS_TXT,GlobalID,faelle_100000_EW,Death,cases7_bl_per_100k,cases7_bl,death7_bl,cases7_bl_per_100k_txt,AdmUnitId,SHAPE_Length,SHAPE_Area
1,01,Schleswig-Holstein,Land,2903773,15,39790,2021/02/15 23:00:00+00,01,{FC5BA936-C95C-432C-8A33-9EB2F30B660F},1370.28617595108,1155,57.5458205582874,1671,4,"57,5",1,20.9191264620575,2.15954567681771
2,02,Hamburg,Freie und Hansestadt,1847253,6,49169,2021/02/15 23:00:00+00,02,{0F3E860C-5181-4D3F-A421-1D51F50315EA},2661.73610220149,1197,60.5222998690488,1118,1,"60,5",2,3.10951982826658,0.10017859908052
3,03,Niedersachsen,Land,7993608,9,154185,2021/02/15 23:00:00+00,03,{3FD77024-C29B-4843-9BE8-682AD48E60C9},1928.8536540696,3881,64.2888668045769,5139,13,"64,3",3,29.8156067697764,6.34547245881216
4,04,Bremen,Freie Hansestadt,681202,5,17001,2021/02/15 23:00:00+00,04,{4132268B-54DE-4327-AC1E-760E915112F1},2495.73547934387,314,64.2981083437806,438,2,"64,3",4,2.4434099165342,0.0540986322033472
5,05,Nordrhein-Westfalen,Land,17947221,10,511231,2021/02/15 23:00:00+00,05,{561D658F-3EE5-46E3-BC95-3528C6558AB9},2848.52457101854,12212,56.0365306695672,10057,51,"56,0",5,19.7250153818911,4.413413308508
6,06,Hessen,Land,6288080,7,180927,2021/02/15 23:00:00+00,06,{93277AC4-E8FC-48C7-8940-028DC2ED66AF},2877.30117937431,5505,55.6608694545871,3500,14,"55,7",6,15.9178246133033,2.68129889446109
7,07,Rheinland-Pfalz,Land,4093903,11,98130,2021/02/15 23:00:00+00,07,{E9B4296F-9BE2-4E53-9A58-CCF1396CB03D},2396.97911748275,2907,48.7065765847408,1994,3,"48,7",7,13.1938203642167,2.48562050756341
8,08,Baden-Württemberg,Land,11100394,1,306401,2021/02/15 23:00:00+00,08,{80394DDF-C6A4-4A6E-BE8E-0259A81B22A9},2760.2713921686,7805,46.7280710936927,5187,17,"46,7",8,18.9961731044424,4.35421266002989
9,09,Bayern,Freistaat,13124737,2,421792,2021/02/15 23:00:00+00,09,{1FF920F4-62CD-4A4F-B8C9-F042F2A3E00A},3213.71773011528,11773,57.8754454279731,7596,25,"57,9",9,29.2832556594748,8.66111920110973
10,10,Saarland,Land,986887,12,27644,2021/02/15 23:00:00+00,10,{E3396A6F-8A30-4FDF-8DF7-DEF77DD38BEA},2801.13123386973,827,66.7756288207262,659,3,"66,8",10,4.22859886627026,0.3183791139877
11,11,Berlin,Land,3669491,3,124979,2021/02/15 23:00:00+00,11,{C7033073-2BB0-486B-97AF-5B3C639E7219},3405.89471400802,2619,52.2688296551211,1918,9,"52,3",11,2.68122936739323,0.11801687170816
12,12,Brandenburg,Land,2521893,4,73381,2021/02/15 23:00:00+00,12,{B560AF89-5895-4BE4-96F8-0F581CD8A858},2909.75866144995,2820,71.6128717594283,1806,13,"71,6",12,18.8795052312507,3.92195584983268
13,13,Mecklenburg-Vorpommern,Land,1608138,8,22395,2021/02/15 23:00:00+00,13,{A27F5628-E790-45BE-898D-F0A6841C0F7E},1392.60436604321,645,63.8004947336609,1026,5,"63,8",13,30.0401103158293,3.1428121816959
14,14,Sachsen,Freistaat,4071971,13,187820,2021/02/15 23:00:00+00,14,{256D2405-A7C8-4FEC-93DF-29F3C808CD25},4612.50829143921,7190,68.4435129817968,2787,4,"68,4",14,15.2497070411544,2.36506980586789
15,15,Sachsen-Anhalt,Land,2194782,14,56819,2021/02/15 23:00:00+00,15,{66106BBE-F04B-4F92-80E1-5B5B30DA25B5},2588.82203335001,2140,79.0055686624002,1734,16,"79,0",15,14.2172902910093,2.69041636236946
16,16,Thüringen,Freistaat,2133378,16,71179,2021/02/15 23:00:00+00,16,{3A3E2817-BB19-4F8C-8BCA-D8FF591140D4},3336.44576816673,2614,101.435376196811,2164,18,"101,4",16,15.0324529635839,2.07032354616438
